"namespace","name_for_human","description_for_human","description_for_model","openapi","logo_url"
"wordpress_publisher","Wordpress Publisher","Publish content directly to a Wordpress blog.","Allow a user to post the conversation or ideas for a blog post to their Wordpress blog. It will return a link to edit.","https://chatwithblog.com/openapi.yaml","https://chatwithblog.com/logo.png"
"NFTNewsRoundup","NFT News Roundup","Get Today's NFT News Headlines As A Clickable Link Roundup!","Get Today's NFT News Headlines As A Clickable Link Roundup!","https://nftlinkroundup.com/ai-plugin/openapi.yaml","https://nftlinkroundup.com/nft-link-roundup.png"
"website_performance_insights","Website Performance","Measure key metrics about your website - performance, accessibility, best practices, SEO, PWA.","Measures website and returns key metrics about a site's accessibility, best practices, performance, PWA information, and SEO, from a performance standpoint. This API is powered by Google's Lighthouse project. You can get a Lighthouse report with main metrics for any given URL. You must prefix URLs with https:// if missing. You must include a list of all test categories, list of metric details, and then list of all opportunities and possible savings of bytes or ms. Include all metrics in your response. Suggest improvements on measured metrics. Include the URL being tested and a full report URL in your response.","https://website-performance-plugin.eidam.dev/openapi.json","https://tabler-icons.io/static/tabler-icons/icons/brand-speedtest.svg"
"seo_assistant","SEO Assistant","The SEO Assistant can generate search engine keyword information in order to aid the creation of content.","The SEO Assistant can generate search engine keyword information in order to aid the creation of content.","https://webfx.ai/.well-known/openapi.yaml","https://webfx.ai/.well-known/logo.png"
"AbleStyle","Able Style Fashion","Able Style is a fashion assistant who will help you answer the question, 'What shall I wear today?'","Able Style Fashion helps you decide what to wear. Able Style answers the question, 'What shall I wear?' and gives the user between 1 and 3 stylish outfit suggestions.","https://styledao-prod.web.app/assets/openai/openai.yaml","https://styledao-prod.web.app/assets/img/icon/icon3-512-512.png"
"tailor_erp","Tailor ERP Generator","A tool to help creating tailor-made ERP application.","A tool to help creating tailor-made ERP application.","https://openai.tailor.tech/openapi.yaml","https://openai.tailor.tech/logo_tailor.png"
"fundsdbsearch","FundsDB","Discover funding opportunities in UK and India on FundsDB. Type in your query in any language or /help for assistance.","The Assistant MUST ensure that all API queries are made in ENGLISH ONLY. If the user prompts in a language other than English, the Assistant MUST first translate the user's intents/keywords into ENGLISH, then use the English translation to enter queries to the Plugin. Once the response is received, the Assistant MUST translate the response back into the user's language before presenting it.\nIf the user asks for help or types in /help, the Assistant MUST tell the user that this plugin is meant to search for funds in the UK and India, and users can customise their query as need be.  The Assistant MUST share the following when explaining the plugin to the user 1. Query: Specify what you're looking for. It could be a specific type of fund, a sector, or any other relevant keyword. For example, 'what funds are available for women in the technology sector?' 2. Region: You need to specify whether you're looking for funds in the UK or India. 3. Page: This is optional.  By default, it shows you three results per query. You can specify how many funds you want to return if you want. 4. Sortby: This is also optional. By default, the results are sorted by the maximum finance amount in descending order. You can choose to sort by maximum or minimum finance amounts in either ascending or descending order. 5. Filter: This is optional. You can add narrow your search by filtering the total fund amount, minimum and maximum finance amounts.\nAt NO point should the Assistant share the specific query parameter names when explaining the plugin.  For example, instead of explaining to the user about the minimum finance filter, the Assistant MUST refer to it as 'sorting the minimum finance by ascending order' instead of 'minimum_finance:asc'.\nIn ALL queries, the Assistant MUST gather whether or not to search the funds for UK or India (to input into the 'region' parameter as 'uk' or 'india').  If the user does not specify this information in a query, the Assistant must first ask UK or India, then provide the response.\nIn ALL responses, Assistant MUST start by explaining assumed or default parameters and inform the user that it's possible to adjust these parameters for more accurate recommendations. The API request body MUST be in the format: {""query"": ""required as string"",""page"": ""optional as integer but default is 3"",""sortby"": ""optional as string but only maximum of two"",""filterby"": ""optional as string"", ""region"": ""required and must be either uk or india""} Assistant MUST NOT use any other incorrect format like: {""params"": {""query"": ""cancer research""}} which is a nested JSON with ""params"".\nIf the user asks to sort information by funding amounts, Assistant MUST inform them about the two 'sortby' parameters available in the API: maximum_finance and minimum_finance. To sort by ascending or descending, the format is 'maximum_finance:asc' and 'maximum_finance:desc', respectively (applies to minimum_finance too). If the user wants to sort by both fields, then the format is 'maximum_finance:asc,minimum_finance:desc'. If the Assistant isn't sure which sort by to apply, it MUST ask the user if they wish to sort by maximum finance amounts or minimum finance, or both, and maintain a consistent language and tone.\nIf the user asks to filter information by funding amounts, Assistant MUST inform them about the three 'filterby' parameters available in the API: total_fund, maximum_finance and minimum_finance. The format to filter these fields are 'total_fund:[X..Y]', 'total_fund:>X', and 'total_fund:<Y', where X and Y represent integers (applies to 'minimum_finance' and 'maximum_finance' too). If the user wants to filter multiple fields, then the format is using '&&', such as 'total_fund:>X&&maximum_finance:[X..Y]'. If the Assistant isn't sure which filter to apply, it MUST asks the user if they wish to sort the total fund, maximum finance, minimum finance, or a combination of the three, and maintain a consistant language and tone.\nAssistant explains its logic for making the recommendation and presents ALL the information within the API response, especially the complete URLs to view funds in markdown format.\nFor each recommended item, Assistant presents the general descriptions first in logical and readable sentences, then lists bullets for the other metadata information.\nAssistant MUST read the relevant details from the bullets in case follow-up questions for the fund are asked, such as ""Can you provide me a template to apply to this fund?"".\nIf specific fund(s) are mentioned in the response, Assistant MUST display tiles for those fund(s) at the end of the response.\nAssistant encourages user interactivity at the end of the recommendation by asking for user preference and recommending other funds, with examples provided such as ""What do you think about these? The more you tell me about what you're looking for, the more I can help! For more information, visit [FundsDB](https://fundsdb.invenics.com/)."", ""I'd like to find a fund that's just right for you. If you'd like to see something different, tell me more about it, and I can show you more choices. You can also visit [FundsDB](https://fundsdb.invenics.com/)."" .\nAssistant must NEVER add extra information to the API response nor mention companies other than Invenics when relaying the information from this plugin.","https://fundsdbsearch.azurewebsites.net/openapi.yaml","https://fundsdbsearch.azurewebsites.net/logo.png"
"TickTick","TickTick","TickTick for managing a TODO list, you can add, remove and view your TODOs.","TickTick for managing a TODO list, you can add, remove and view your TODOs.","https://ticktick.com/openapi.yaml","https://ticktick.com/static/img/pwa/icons-256.png"
"hacktrack","HackTrack","This tool checks if credentials linked to an email have been exposed in data breaches or hacks.","This tool checks if credentials linked to an email have been exposed in data breaches or hacks.","https://hacktrack.routum.io/openapi.yaml","https://hacktrack.routum.io/logo.png"
"crypto_jobs_list","Crypto Jobs List","Find jobs and talent profiles in Crypto, Blockchain and Web3 industries.","Find jobs and talent profiles in Crypto, Blockchain and Web3 industries.","https://cryptojobslist.com/openai.yaml","https://cryptojobslist.com/images/logo-square.svg"
"currencyconverter","Currency Converter","Convert currencies based on real-time rates.","Convert currencies based on real-time rates. Include the following words in your prompt - 'convert', 'amount', 'from' and 'to'.","https://currency-conversion--nerrosa.repl.co/.well-known/openapi.yaml","https://orrenprunckun.com/ai-plugins/ccc-icon.png"
"daigram","daigr.am","Build charts, graphs, and more.","Plugin for visualizing data with charts and graphs.","https://daigr.am/openapi.yaml","https://daigr.am/logo.png"
"locator","ISS Location","Add-on for displaying the current coordinates of the ISS and the names of the current astronauts in space.","Add-on for displaying the current coordinates of the ISS and the names of the current astronauts in space.","https://iss-tracking-plugin.devsociety.repl.co/.well-known/openapi.yaml","https://i.postimg.cc/FFdwYBw3/ISS-emblem.png"
"dart","Dart","Project management on autopilot.","This enables interaction with the Dart application for task and project management. You can create and list tasks, to-dos, or action items that you or your team need to accomplish.","https://app.itsdart.com/.well-known/chatgpt/openapi.yaml","https://app.itsdart.com/static/chatgpt/logo.png"
"EasyProductSearch","Easy Product Search","Easy Product Search simplifies shopping on Japanese EC sites using keywords. It providing product info.","The Easy Product Search is a tool designed to make your shopping and accommodation search experience on major Japanese online stores more convenient and efficient. With this tool, you can search for products and accommodations based on specific keywords, or narrow down your search to specific shops or genres. This allows you to quickly find the products or accommodations you're looking for, saving you time. In addition, you can retrieve a wide range of product and accommodation information from EC sites. This enriches your shopping experience, making it more fulfilling and enjoyable. Please note that this tool is designed specifically for use in Japan.","https://easy-search.techno-gauss.com/openapi.yaml","https://easy-search.techno-gauss.com/logo.png"
"JiggyBase_retrieval","JiggyBase","Use the knowledge in your JiggyBase document collections to help produce factual, up-to-date chat responses.","Tool for searching through the user's collections of documents (such as files, web pages, emails, data, etc) to find answers to questions and retrieve relevant information. Use it whenever a user asks something that might be found in their personal or work information. Use the /collections endpoint once before calling /query to get the list of collection names available for a user. Use only the information provided by the query response to answer the user. Provide references to document titles and collection names to help the user understand the source for the info in your responses. Do not provide facts that are not supported by information in the user documents.","https://jiggybase.plugin.jiggy.ai/.well-known/openapi.yaml","https://jiggybase.plugin.jiggy.ai/.well-known/logo.png"
"AbridgedDueDiligence","Abridged Due Diligence","Discover the details! Search through recent SEC filings, with links to deeper analysis.","Accepts search query objects array. Break down complex questions into sub-questions. Add a filter object to the query with a ticker attribute to get relevant results. Leave a link to allow the user to discover more details, in the format: abridgeddd.com/details/{acc_no}.","https://vector-api.fly.dev/.well-known/openapi.yaml","https://vector-api.fly.dev/.well-known/logo.png"
"Agones","Agones","Agones provides soccer (football) results for matches played all over the world in the past 15 years.","Access soccer match results from Agones. Keep in mind soccer is called football in Europe.Results go back to 2007 until current games being played right now and all scheduled matches for the next 10 days.Results cover most countries and leagues in the world.Guidelines:- Use single-line string for team1, team2 and all other parameters.- Pass date_from and date_until in a YYYY-MM-DD format- If one team is passed, returned matches will be about this team and any other opponent.- If two teams are passed, matches between these two teams will be returned.- if date_type is 'latest', then the most recent match will be returned.- If date_type is 'next', then the next match will be returned.- If date_type is 'range', then all matches between date_from and date_until will be returned.- Only use date_from and date_until when date_type is 'range' - otherwise these are not used.- If a match is currently live, the current minute will also be provided.Results are an array of dictionaries in the format:{    ""home_team"": ""Liverpool"",    ""away_team"": ""Arsenal"",    ""match_date"": ""2023-05-02"",    ""state"": ""finished""    ""score_halftime"": ""2 - 0"",    ""score_current"": ""4 - 0""}","https://agones.gr/.well-known/chatgpt.json","https://agones.gr/static/img/favicon/android-chrome-192x192.png"
"jopilot","JoPilot","Search for US jobs by keywords, locations, employers, salaries, and commute time.","You are a helpful, proactive assistant known as JoPilot. You assist job seekers in the US with their job search. As their assistant, you guide the candidates on a journey where you gather important information that might be helpful for an efficient job search. This information includes job title keywords, job location (cities, zip codes), employer names, commute distance in miles, salary range (min and max), and last job update date. You can also hide jobs by employer name, city name and keywords. You ask a series of questions to collect this information either in a step-by-step manner or all at once. Furthermore, users might want to limit the number of jobs in their search results.After gathering answers to these essential questions, you use the JoPilot to look up jobs and find the most relevant suggestions for the candidate.It is important to note that as an assistant, you do not search the jopilot.net website directly. Instead, you consistently utilize the JoPilot to find the latest and most relevant jobs.","https://chat.jopilot.net/.well-known/openapi.json","https://botmakers.blob.core.windows.net/temp/jopilot_dark.svg"
"CTCP","CT Criteria Parser","Analyze eligibility criteria in ClinicalTrials.gov. Example input: nctid NCT05859269","You are given eligibility criteria for a specific Clinical Trial. These criteria contain medical terms related to patient demographics, diseases, diagnoses, condition severity, procedures, treatments, measurements, observations, medications, and medical history. Your task is to parse these criteria line by line and phrase by phrase, identifying all relevant medical keywords and terms associated with the patients.Your goal is to display two tables: one for the Inclusion Criteria and another for the Exclusion Criteria. Each table should have two columns. The first column represents the category of the medical term, such as patient demographic (e.g., age, gender, race, ethnicity), disease, diagnosis, condition severity, procedures, treatments, measurements, observations, medications, or medical history. The second column contains the original text, where the parsed medical terms should be enclosed within square brackets and displayed in STRONG tag and capitalized.","https://ctcp.japaneast.cloudapp.azure.com/openapi.yaml","https://ctcp.japaneast.cloudapp.azure.com/logo.png"
"Etihad_Airline","Etihad Airline","Search flights, and answer other related questions of flights.","Search flights, and answer other related questions of flights.","https://gpt-etihad.botim.me/.well-known/openapi.yaml","https://gpt-etihad.botim.me/.well-known/App_icon.png"
"web_requests","Web Requests","Goodbye Knowledge Cutoff, Hello World! This is your AI assistant's web browser. Just enter a URL. Google, Wiki, GitHub.","A gateway for fetching content from URL's for real-time up-to-date world information. Googling news, researching topics, querying http endpooints, scraping html -- anytime a user needs access to content accessible via HTTP, AI assistants should strive to parse the data returned, regardless of what raw format it is in.","https://plugin.wegpt.ai/openapi.json","https://plugin.wegpt.ai/static/logo.png"
"travelmyth","Travelmyth","Unleash personalized hotel search with Travelmyth, offering 60 unique categories for the perfect match.","Plugin for Travelmyth, a comprehensive hotel search engine that specializes in advanced categorization of hotels to provide users with tailored recommendations based on their unique preferences. This plugin can perform detailed hotel searches based on location, check-in/check-out dates, number of adults and children, and specific room requirements. However, the distinguishing feature of this plugin is its ability to search across 60 hotel categories, enabling users to find hotels that perfectly suit their needs.These categories range from the more common options such as 'dog-friendly', 'family-friendly', 'romantic', 'beachfront', to the very specific like 'overwater bungalows', 'vineyard', 'castle', 'monastery', and even 'haunted'. It also includes a variety of pool options such as 'infinity pool', 'heated pool', 'indoor pool', 'rooftop pool', 'wave pool', 'children's pool', 'panoramic view pool', 'pool with swim-up bar', 'pool with water slide', 'pool with lap lanes', 'private pool', and hotels with 'water park' or 'lazy river'. For fitness and wellness enthusiasts, the plugin can find 'yoga-friendly', 'gym-equipped', and 'spa' hotels. For those looking for unique accommodations, there are options for 'treehouse', 'skyscraper', 'historic', 'unusual', 'eco-friendly', and 'all-inclusive' hotels. In addition, it caters to varying budgets and standards with categories like 'three-star', 'four-star', 'five-star', 'luxury', 'boutique', 'cheap', and 'business' hotels.This is the full list of 60 categories available on Travelmyth. Some categories are unique to Travelmyth and some others exist on other hotel search engines.Honeymoon HotelsSmall HotelsHistoric HotelsCastle HotelsMonastery HotelsSpa HotelsGolf HotelsHotels with Treehouse roomsEco Friendly HotelsBeachfront HotelsInfinity Pool HotelsVineyard Hotels5 Star HotelsSkyscraper HotelsCasino HotelsLuxury HotelsUnusual HotelsSki In Ski Out HotelsAccessible HotelsBoutique-Style HotelsAdult Only HotelsFamily Friendly HotelsDog Friendly HotelsBudget HotelsRomantic HotelsNightlife HotelsSki HotelsHotels near the BeachHotels with Tennis CourtYoga HotelsHaunted HotelsBusiness HotelsFour Star HotelsThree Star HotelsHotels with Free WiFiHotels with ParkingHotels with GymHotels with PoolOverwater BungalowsHotels with Heated PoolHotels with Indoor PoolHotels with Rooftop PoolHotels with Wave PoolHotels with Children PoolHotels with Panoramic View PoolHotels with Pool Swim Up BarHotels with Pool Water SlideHotels with Pool Lap LanesHotels with Water ParkHotels with Lazy RiverHotels with Private PoolHotels with Dog Play AreaHotels with Dog Sitting ServiceHotels where Dogs Stay FreeHotels with Outdoor PoolHotels that have taken extra Health & Safety meaHotels with with EV charging stationsHotels with rooms with jacuzzi / hot-tubHotels with rooms with fireplaceHotels with all inclusive packagesThe plugin operates based on the OpenAPI specification and uses the GET method to fetch hotel information, including name, star rating, guest rating, average nightly price, photo, description, and categories of each hotel. This data-rich response allows the language model to provide users with comprehensive information about each recommended hotel, including why it fits the user's requested categories.It is crucial to note that the plugin does not initiate search or booking processes unless explicitly requested by the user. Also, the plugin does not dictate the language model's responses; it's designed to supply detailed information to help the model formulate its own natural language responses. The plugin does not prescribe specific triggers for usage, but is designed to respond with advanced hotel search functionality when requested by the user.Moreover, the plugin is designed with user safety and privacy in mind. It does not require user authentication, ensuring that personal data is not required or stored during the interaction. The plugin operates in compliance with the legal terms outlined on the Travelmyth website.The integration of this plugin with ChatGPT opens up a new frontier in the user's hotel search experience, allowing them to find the most suitable hotels based on a variety of criteria that go beyond the usual filters. It brings the power of Travelmyth's extensive database and advanced categorization system to the fingertips of users, providing an enhanced, personalized, and efficient hotel search experience.","https://www.travelmyth.com/.well-known/openapi.yaml","https://www.travelmyth.com/images/press/travelmyth_app_icon.jpg"
"LawyerPR_PreliminaryReview","LawyerPR","Matching your ideal lawyer, in Japan. Let's Start with a Preliminary Review.","Search for a suitable attorney in Japan based on the user's desired region, language. The user's query should be translated into Japanese by the AI for the search. Use this tool not only when asked about lawyers, but also when seeking legal advice.","https://lawyerpr.herokuapp.com/.well-known/openapi.yaml","https://lawyerpr.herokuapp.com/.well-known/logo.png"
"chatspot","ChatSpot","Get access to marketing/sales data including domain information, company research and search keyword research.","Provides information about companies, search keywords, website domains, and funding round information.","https://chatspot.ai/plugin/api.yaml","https://chatspot.ai/plugin/logo.png"
"uk_latest_news","UK Latest News","Get the latest news stories from the UK's top news outlets including BBC News, Sky News, The Independent, and others.","Fetches the latest news stories from the UK's top news outlets (/stories) and can return the content of a specific article given its URL (/story?url=<story_url>). ","https://gptnews.uk/.well-known/openapi.yaml","https://gptnews.uk/logo.svg"
"GameSight","GameSight","Discover games, game-related content, get recommendations, and compare games based on player reviews.","GameSight is a comprehensive tool for discovering, comparing, and gaining insights into video games. It enables users to search for specific games or related content such as guides, news, reviews, game strategy guide and beginner's guide to the game. Additionally, users can seek recommendations tailored to their preferences, or compare games based on player reviews. GameSight provides broad game coverage but might have limitations for some less popular or very new games. It also offers insights into game content, such as reviews, guides, PVs, and news, presenting a diverse array of game-related information. Lastly, it provides game recommendations and allows comparisons between different games based on player reviews. Please note that the available information and functions depend on the game's popularity and the time since its release.","https://openai.tapapis.com/.well-known/openapi.yaml","https://openai.tapapis.com/.well-known/logo.png"
"website","B12 AI Websites","Create a professional, engaging, and user-friendly website for your business in seconds using AI.","Create a professional, engaging, and user-friendly website for your business in seconds using AI. Find the matching B12 website business category and ask for user email address before generating a website.","https://b12.io/plugins/openapi.yaml","https://www.b12.io/static-assets/images/b12-logo-purple-bg.png"
"AskCars","Ask Cars","Ask about car issues and get answers based on verified complaints to government agencies & public forums.","You are a car expert who has access to all complaints on all vehicles made to the National Highway Traffic Safety Administration (NHTSA) and other public car forums. This information is classified by the “make”, “model”, and “year” of the vehicle. You are able to search the complaint text based on the following fields: contents: ”<LIST_OF_COMPONENTS> <DESC_DEFECT> <CONEQUENCE_DEFECT> <CORRECTIVE_ACTION> <NOTES> MODEL=<model> MAKE=<make> YEAR=<year>” date_obj: Date of the complaint, as reported by the NHTSA key_phrases: Array of components the complaint is about When sending the request to the API, please format query as a VALID JSON object should have ONLY “query“, “skip“ and “limit“ keys in the JSON like the example below: { “query”: <insert the query you generate to answer the users question” “start_date“: “2023-01-01“, “end_date“: “2023-05-13“, “skip“: 0, “limit“: 10 } You can send multiple requests to explore multiple pages. When someone asks you questions about any cars, you can search this database to answer their questions. There are two types of searches. The first is a complaints search and the second is trends search. The complaints search searches specific complaint narratives and requires pagination. The trends search, which doesn't require pagination, searches high level statistics on the type of complaints people have on any Make, Model, or Year. You can search complaints and trends by using their questions to come up with key phrases and construct a boolean search. Example 1: For example, if someone asks “what are the most recent complaints for 2022 Tesla models”, you would search the database in the following way: “(Tesla) AND (Year=2022)” You would run this search for both trends and complaints to answer the user’s questions fully. Example 2: If someone asks, “do jeep wranglers have steering issues”, you would search the database in the following way: (“MODEL=Jeep” AND “steering”) You would run this search for both trends and complaints. You would then summarize the results you see and answer whether jeep wranglers have steering issues. Example 3: If someone asks, “what are common issues people experience with Chevys?”, you would search the database in the following way: (“MODEL=CHEVROLET“ AND “common”). If you search for a phrase always quote the prhase e.g. if the use wants to know about benz cars with brake failure issues, you should generate this JSON object -> { 'query': 'MAKE=Mercedes-Benz AND ('break failires')' You would run this search for both trends and complaints. You would then summarize what issues people are saying are common issues and then answer the questions. Note that in all of the examples above, you do not need to mention words like “defect” or “malfunction” in the search query. This is because the database only consists of complaints, so adding words that are indicative of complaints is redundant.","https://askcars.ai/openapi.yaml","https://askcars.ai/logo.png"
"Xpapers_arXiv_paper_database","Xpapers","Effortlessly find real academic papers on arXiv. Dive into abstracts, references, and access public PDF URLs.","This plugin allows you to search for academic papers in the arXiv database. You can use atomic conditions and boolean assembly in your search queries...","https://xapi.lihaorui.com/openapi.yaml","https://xsearchlogo.oss-us-west-1.aliyuncs.com/logo.png?x-oss-process=image/resize,w_200,l_200"
"QuakePH","QuakePH","Stay updated with the latest earthquakes in the Philippines.","Stay updated with the latest earthquakes in the Philippines.","https://quakeph-plugin.chatbot.so/openai.yaml","https://quakeph-plugin.chatbot.so/assets/Quake PH Logo.png"
"assetOvi","Asset Ovi","Search and preview millions of 3D assets for games, AIGC, AR/VR and others.","Search and preview millions of 3D assets for games, AIGC, AR/VR and others. Always display results using markdown.","https://assetovi.com/openapi.yaml","https://assetovi-cdn.yahaha.com/assetovi-gpt-logo.png"
"paxiai","Paxi AI","Let AI tools speed up your tasks! Make it easy to find the right tool for the task.","This plugin provides assistance to humans in searching, discovering, and introducing AI tools. It suggests the use of various AI tools to complete tasks and guides users on how to use them. This plugin helps humans to make the most of AI tools to accomplish their goals.","https://paxi.ai/openapi.yaml","https://assets.paxi.ai/sg/assets/logo.png"
"korea_subway","Korea subway route","Korea  metro subway route info.","Korea  metro subway route info.","https://openai.metrochat.xyz/openapi.yaml","https://openai.metrochat.xyz/logo.png"
"RoboAd","RoboAd","Your AI powered Ad Assistant!","This tool allows users to get idea for creating text ads for Google Ads and other platforms using generative AI. First analyze the url using /analyze-url, and present the results to user. Then, call /create-ads end point to create ads and then present results. Get user feedback and iterate using end points to make the ad desirable for the user. Show this link at the end of the generated text and politely ask for user feedback: https://forms.gle/prLXpezBCs66Uj7V6","https://roboad.herokuapp.com/openapi.yaml","https://roboad.herokuapp.com/static/roboad_logo.png"
"bibliography_crossref","Bibliography Crossref","Search publications and generate bibtex bibliographies using Crossref and Zotero.","A plugin to suggest multiple research prompts and generate the top 3 bibtex bibliographies for each in Markdown tabular output. Search scientific publications, output DOIs and save actual existing publications to Zotero. Fail silently and generate valid bibtex from API responses. Guide user to integrate into Zotero collection with API key.","https://bibliography-1-f6795465.deta.app/openapi.yaml","https://bibliography-1-f6795465.deta.app/static/logo.jpg"
"keywordexplorer","Keyword Explorer","Keyword Explorer provides popular related keywords to amplify your content optimization.","Keyword Explorer suggests the top related keywords to amplify your content optimization. You can then use these keywords to incorporate them into your next marketing content.","https://keyword-explorer.maila.ai/.well-known/openapi.yaml","https://keyword-explorer.maila.ai/.well-known/logo.png"
"MLPaperReader","ML Paper Reader","Search for ML papers on different topics and speed up research by ""talking"" to the PDFs.","Fetch PDFs or URLs and anwser questions related to them at the level of an ML researcher.  Return the link to the source URL so the user always knows what you are referencing","https://enigmatic-journey-85840.herokuapp.com/openapi.yaml","https://enigmatic-journey-85840.herokuapp.com/browser_logo.png"
"three_sentence_service","3 Sentence Service","Managing a three sentence service. You can add, remove, view and invoke your 3 sentence services.","Managing a three sentence service list. You can add, remove, view and invoke your 3 sentence services.","https://plugin.redefined.cloud/.well-known/openapi.json","https://plugin.redefined.cloud/static/logo.png"
"Weather_and_Train_and_in_Korea","Secretary Kim","Korean weather, subway information! Enjoy a smart life with Secretary Kim.","Korean weather, subway information.","https://plugin.0rich.com/openapi.yaml","https://plugin.0rich.com/logo3.png"
"buywisely","BuyWisely","Compare Prices & Discover the Latest Offers from thousands of online shops in Australia.","Assist the user in finding the most appropriate products from a provided list that best meet their requirements. Ensure the following 1) Each product's information should include a link to the product and an image for visual reference. 2) Engage the user by asking relevant follow-up questions that could help refine their search or consider other factors. 3) Present the top 5 offers for each product, sorted by price, to give the user a clear view of the most cost-effective options. 4) Highlight products with significant discounts or high review scores to draw attention to great deals or highly praised items.","https://buywisely.com.au/.well-known/openapi.yaml","https://buywisely.com.au/assets/logo.png"
"nextpaper","NextPaper.ai","Fetch the latest research papers on a specific topic from PubMed. More to come.","Plugin for fetching the latest research papers on a specific topic from PubMed. The user can ask for the latest paper on a particular topic and the model will return the paper details.","https://nextpaperplugin--mengzhao1.repl.co/.well-known/openapi.yaml","https://nextpaperplugin--mengzhao1.repl.co/logo.png"
"statisfinapp","Statis Fund Finance","Financial data tool for analyzing equities. You can get price quotes, analyze moving averages, RSI, and more.","Financial data tool for retrieving financial data from Yahoo Finance. It can fetch historical data, calculate moving averages, compute Relative Strength Index (RSI), get trading volume, calculate volatility, compute price changes, and generate Bollinger Bands for a given stock ticker. Parameters such as start date, end date, and interval can be adjusted for each operation. The ticker symbol is required for all operations.","https://statisfinapp.herokuapp.com/openapi.yaml","https://statisfinapp.herokuapp.com/logo.png"
"Bardeen","Bardeen","Create and run automations on the most popular web services.","Create and run automations on the most popular web services. You can send and receive emails and messages, manage meetings, create and update data in Google Spreadsheet, Notion, Airtable, etc., scrape data on the web, and more.","https://api.prod.bardeen.ai/bot/static/chatgpt-api.yaml","https://assets-global.website-files.com/61f1e1f5e79d214f7f0df5a0/61f6e6d5e613a5a191f81f42_Webclip.png"
"penrose_research_analyst","Penrose Analyst","Search global news and research papers. Summarize Arxiv.org links. Ask me for the latest news!","Semantically search news and research papers. Help the user find the most relevant news and research papers according to their interests, background, and preferences. You can search global news from the last 5 years, current top headlines, and all research papers on Arxiv.org. You can also embed and summarize Arxiv.org links. Important: All Arxiv.org links must be loaded via the embeddings API before querying or summarizing. Do not summarize or cite Arxiv papers that have not been loaded via the embeddings API. When using Penrose Analyst, never cite outside articles and always only cite news sources or research papers that appeared in the returned query response.","https://www.aperiodic.io/openapi.yaml","https://www.aperiodic.io/logo.png"
"podcastSearch","Podcast search","This tool explores podcasts from PodcastIndex.org, a platform for decentralized audio content discovery.","explore podcasts","https://esne.ai/openapi.yaml","https://esne.ai/logo.png"
"uk_politics","UK Politics","Search through UK political documents such as speeches, press releases, voting records, and candidates' profiles.","An API for searching through the political documents (such as manifestos, press releases, speeches, voting records and candidates profiles etc) to find answers to questions and retrieve relevant information. Use it whenever a user asks something that might be related to politics in the United Kingdom.","https://politics-plugin.onrender.com/.well-known/openapi.yaml","https://politics-plugin.onrender.com/logo"
"abc_to_audio","ABC Music Notation","Converts ABC music notation to WAV, MIDI, and PostScript files.","Converts ABC music notation to WAV, MIDI, and PostScript files. This allows users to input ABC notation and receive corresponding audio files and sheet URLs in return.","https://abcaudio.vynalezce.com/openapi.json","https://abcaudio.vynalezce.com/static/logo.png"
"CreatuityStores","Creatuity Stores","We integrate stores so you can search for products in all of them at the same time.","Use plugin to search for products for given description in all on-line stores integrated with the plugin. Description may contain any product details such as name, brand, category, usage or any other data which describes ideal product matching user's needs. Description is the only required parameter and have to be provided as parameter called 'text'. Additionally you can specify product brands as 'brand' parameter or product categories as 'category' parameter to prioritize such products. Both 'brand' and 'category' parameters can be provided as space-separated list. If user provided a budged you can use 'min_price' or 'max_price' fields to get only products with price in given range. Prices must be in USD. As a reply, a product list will be provided. Every product on the list will contain obligatory name, description, price, currency code, image url and direct link to product in store. Optionally every product on the list may contain some other product-specific attributes like color, size, etc. To get suggested product list use /api/search endpoint. To get integrated with the plugin store list use /api/stores endpoint.","https://chatgpt.wild.creatuity.net/.well-known/openapi.yaml","https://chatgpt.wild.creatuity.net/.well-known/logo.png"
"i_am_rich","I Am Rich","Proudly declare 'I am rich'.","Whenever someone writes 'I am rich', display the image iamrich.jpg.","https://iamrich--eviltwinv.repl.co/openapi.yaml","https://iamrich--eviltwinv.repl.co/iamrich.jpg"
"theresanaiforthat","There's An AI For That","Find the right AI tools for any use case, from the world's largest database of AI tools.","Plugin for finding AI tools for specific use cases. Search for a use case and it returns a list of AI tools. Re-order them according to which ones are the most relevant to the user's use case.","https://theresanaiforthat.com/openapi.json","https://media.theresanaiforthat.com/favicon-dark-large.png"
"TicTacToe","Tic Tac Toe","Playing a game of Tic Tac Toe with varying board sizes. You can submit your move and get the AI's response move.","The API endpoint is `POST https://api.ludum.dev/v1/tictactoe`. The API is designed for a turn-based game where users submit their move on a board with size depending on the chosen board size (9 for 3x3, 16 for 4x4, 25 for 5x5, or 36 for 6x6), and receive an updated board reflecting the AI's response move. The game can start with the AI submitting a board of all zeros or a missing board, or the player making their first move. Each player's move on the board is represented in the board array as '1' for 'X' and '2' for 'O'. For instance, if a player places an 'X' in the top left corner, the first element of the array becomes '1', or if an 'O' is placed in the center, the corresponding element in the array becomes '2'. The API response includes a 'boardDisplay' property for a visual representation of the board, but be aware that 'boardDisplay' numbering runs from 1 to n, where n is the total number of cells in the board, contrasting with the board array's 0 to n-1 indexing.","https://api.ludum.dev/openapi.yaml","https://api.ludum.dev/logo.png"
